Title,Composer,Permlink,Instrumentation,Key,Piece Style,First Performance,Year/Date of Composition,Composer Time Period,Average Duration,Year,num_downloads
"10 Leichte Pianofortestücke, Op.219","Strelezki, Anton","https://imslp.org/wiki/10_Leichte_Pianofortestücke,_Op.219_(Strelezki,_Anton)",piano?,,romantic,,,romantic,,,58
10 Laendler Taenze und Coda,"Štika, Jan","https://imslp.org/wiki/10_Laendler_Taenze_und_Coda_(Štika,_Jan)",piano,,romantic,,,romantic,,,18
"10 Lette Klaverstykker, Op.56","Glass, Christian Henrik","https://imslp.org/wiki/10_Lette_Klaverstykker,_Op.56_(Glass,_Christian_Henrik)",piano,see below,romantic,,1880–81 ca.,romantic,,1880,8
10 Lieder,"Enna, August","https://imslp.org/wiki/10_Lieder_(Enna,_August)",voice and piano,,romantic,,,romantic,,,750
"10 Leichte Praeludien, Op.28","Roeder, Karl","https://imslp.org/wiki/10_Leichte_Praeludien,_Op.28_(Roeder,_Karl)",organ or harmonium,,romantic,,,romantic,,,917
"10 Leichte Salonstücke für die Jugend, Op.464","Simon, Ernst","https://imslp.org/wiki/10_Leichte_Salonstücke_für_die_Jugend,_Op.464_(Simon,_Ernst)",piano,,romantic,,,romantic,,,237
10 Lieder,"Jaques-Dalcroze, Emile","https://imslp.org/wiki/10_Lieder_(Jaques-Dalcroze,_Emile)","piano, voice",,romantic,,1912-13 ca.,romantic,,1912,25
10 Lieder,"Wagner, Richard","https://imslp.org/wiki/10_Lieder_(Wagner,_Richard)","piano, voice",,romantic,,"1838-1858, variously",romantic,,1838,1490
"10 Lieder, CH-Bu kk IX 249:1","Reiter, Ernst Michael","https://imslp.org/wiki/10_Lieder,_CH-Bu_kk_IX_249:1_(Reiter,_Ernst_Michael)","piano, voice",,romantic,,,romantic,,,9
"10 Leichte zweistimmige Lieder, Op.184","Abt, Franz","https://imslp.org/wiki/10_Leichte_zweistimmige_Lieder,_Op.184_(Abt,_Franz)","2 voices, piano",,romantic,,,romantic,,,2171
"10 Lieder, Op.1","Kirchner, Theodor","https://imslp.org/wiki/10_Lieder,_Op.1_(Kirchner,_Theodor)","piano, voice",,romantic,,,romantic,,,56
"10 Lieder, Op.15","Reger, Max","https://imslp.org/wiki/10_Lieder,_Op.15_(Reger,_Max)","piano, voice",,romantic,,1894 Fall,romantic,,1894,425
"10 Lieder, CH-Bu kr XXXV 88","Frey, Emil","https://imslp.org/wiki/10_Lieder,_CH-Bu_kr_XXXV_88_(Frey,_Emil)","piano, voice",,early 20th century,,,early 20th century,,,6
"10 Leichte zweistimmige Lieder, Op.316","Abt, Franz","https://imslp.org/wiki/10_Leichte_zweistimmige_Lieder,_Op.316_(Abt,_Franz)","2 voices, piano",,romantic,,,romantic,,,142
10 Lieder von Chopin,"Kirchner, Theodor","https://imslp.org/wiki/10_Lieder_von_Chopin_(Kirchner,_Theodor)","piano, soprano (or tenor)",,romantic,,1829-1847,romantic,,1829,67363
"10 Lieder, Op.52","Hiller, Ferdinand","https://imslp.org/wiki/10_Lieder,_Op.52_(Hiller,_Ferdinand)",male chorus (ttbb),,romantic,,,romantic,,,21
"10 Lieder, Op.42","Kahn, Robert","https://imslp.org/wiki/10_Lieder,_Op.42_(Kahn,_Robert)","piano, voice",,romantic,,,romantic,,,106
"10 Lieder, Op.83","Rubinstein, Anton","https://imslp.org/wiki/10_Lieder,_Op.83_(Rubinstein,_Anton)","piano, voice",,romantic,,1869 ca.,romantic,,1869,137
"10 Lieder, Op.55","Stöhr, Richard","https://imslp.org/wiki/10_Lieder,_Op.55_(Stöhr,_Richard)","piano, voice",,romantic,,,early 20th century,,,1469
"10 Lieder, Op.Posth.4","D'Alquen, Johann","https://imslp.org/wiki/10_Lieder,_Op.Posth.4_(D'Alquen,_Johann)","piano, voice",,romantic,,,romantic,,,14
10 Light Overtures,Oliver Ditson Co.,https://imslp.org/wiki/10_Light_Overtures_(Oliver_Ditson_Co.),"salon orchestra, theater",,romantic,,,romantic,,,95
"10 Lieder, Op.Posth.5","D'Alquen, Johann","https://imslp.org/wiki/10_Lieder,_Op.Posth.5_(D'Alquen,_Johann)","piano, voice",,romantic,,,romantic,,,23
"10 Little Fantasias, Op.181","Reinecke, Carl","https://imslp.org/wiki/10_Little_Fantasias,_Op.181_(Reinecke,_Carl)",piano 4-hands,,romantic,,1884,romantic,,1884,3656
"10 Little Jazz Tunes, Op.134","Geere, Richard P.","https://imslp.org/wiki/10_Little_Jazz_Tunes,_Op.134_(Geere,_Richard_P.)",piano,,jazz,,2021,modern,1,2021,6962
"10 Little Danish Songs, FS 114","Nielsen, Carl","https://imslp.org/wiki/10_Little_Danish_Songs,_FS_114_(Nielsen,_Carl)","piano, voice",,early 20th century,,1923-26,romantic,,1923,1085
10 Little String Trios,"Allard, Michel","https://imslp.org/wiki/10_Little_String_Trios_(Allard,_Michel)","cello, viola (or violin), violin",,modern,,2011,modern,20,2011,10601
10 Lustige Amorosische Liedlein,"Selle, Thomas","https://imslp.org/wiki/10_Lustige_Amorosische_Liedlein_(Selle,_Thomas)","2 instruments, continuo, instrument, or 2 voices, or voice, voice",,baroque,,,baroque,,,115
10 Little Tunes for Ten Little Friends,"Chadwick, George Whitefield","https://imslp.org/wiki/10_Little_Tunes_for_Ten_Little_Friends_(Chadwick,_George_Whitefield)",1 piano,,early 20th century,,,romantic,,,3513
"10 Lyric Pieces, Op.9","Antsev, Mikhail","https://imslp.org/wiki/10_Lyric_Pieces,_Op.9_(Antsev,_Mikhail)","piano, violin",,romantic,,,early 20th century,,,1189
10 Little Duets,"Hazlerig, Sylvia E.","https://imslp.org/wiki/10_Little_Duets_(Hazlerig,_Sylvia_E.)",alto and tenor recorders,C major,modern,,1965,modern,,1965,20075
"10 Lieder, Opp.60-61","Abt, Franz","https://imslp.org/wiki/10_Lieder,_Opp.60-61_(Abt,_Franz)","piano, voice",,romantic,,,romantic,,,296
"10 Ländler vom Luzerner See, Op.47","Huber, Hans","https://imslp.org/wiki/10_Ländler_vom_Luzerner_See,_Op.47_(Huber,_Hans)",piano 4 hands,,romantic,,,romantic,,,538
10 Little Rogues,"Kinkel, Charles","https://imslp.org/wiki/10_Little_Rogues_(Kinkel,_Charles)",piano,,romantic,,,romantic,,,25
"10 Mazurkas, Op.8","Kolberg, Oskar","https://imslp.org/wiki/10_Mazurkas,_Op.8_(Kolberg,_Oskar)",piano,,romantic,,,romantic,,,3
"10 Mazurkas, Op.3","Scriabin, Aleksandr","https://imslp.org/wiki/10_Mazurkas,_Op.3_(Scriabin,_Aleksandr)",piano,,romantic,,1888-90,romantic,,1888,7395
10 Mazurkas,"Moret, Ernest","https://imslp.org/wiki/10_Mazurkas_(Moret,_Ernest)",piano,1.G major 2. E minor 3. B minor 4. G major 5. A minor 6. D major 7. G ♯ minor 8. A major 9. F minor 10. A minor,early 20th century,,ca.1902,early 20th century,,1902,305
10 Meditations on Hymn Melodies,"Clokey, Joseph Waddell","https://imslp.org/wiki/10_Meditations_on_Hymn_Melodies_(Clokey,_Joseph_Waddell)",organ,,early 20th century,,,early 20th century,,,0
"10 Melodic Etudes, Op.57","Kummer, Friedrich August","https://imslp.org/wiki/10_Melodic_Etudes,_Op.57_(Kummer,_Friedrich_August)",cello (also 2 cellos),,romantic,,1841 or before,romantic,,1841,13039
"10 Melodies from Songland, Op.12","McIntyre, Edwin Vaile","https://imslp.org/wiki/10_Melodies_from_Songland,_Op.12_(McIntyre,_Edwin_Vaile)",piano,,romantic,,,early 20th century,,,379
"10 Melodien, Op.402","Popp, Wilhelm","https://imslp.org/wiki/10_Melodien,_Op.402_(Popp,_Wilhelm)","flute, piano",,romantic,,,romantic,,,2182
10 Melodías asturianas,"González del Valle, Anselmo","https://imslp.org/wiki/10_Melodías_asturianas_(González_del_Valle,_Anselmo)",piano,,romantic,,,romantic,,,221
"10 Melodische Übungs- und Vortragsstücke, Op.58","Hofmann, Richard","https://imslp.org/wiki/10_Melodische_Übungs-_und_Vortragsstücke,_Op.58_(Hofmann,_Richard)","oboe, piano",,romantic,,,romantic,,,125
"10 Miniatures in the Form of Etudes, Op.8","Gedike, Aleksandr","https://imslp.org/wiki/10_Miniatures_in_the_Form_of_Etudes,_Op.8_(Gedike,_Aleksandr)",piano,,romantic,,,romantic,,,390
10 Mazurów,"Ogurkowski, Stanislaw","https://imslp.org/wiki/10_Mazurów_(Ogurkowski,_Stanislaw)",piano,,romantic,,,romantic,,,12
"10 Miniatures, Op.30","Williams, Alberto","https://imslp.org/wiki/10_Miniatures,_Op.30_(Williams,_Alberto)",piano,,romantic,,,romantic,,,15
"10 Melodeclamations, Op.2","Yurasovsky, Aleksandr","https://imslp.org/wiki/10_Melodeclamations,_Op.2_(Yurasovsky,_Aleksandr)","cello, nos.1-7:  narrator, piano, piano no.8: narrator, violin",,romantic,,,romantic,,,100
"10 Miniatures, Op.31","Williams, Alberto","https://imslp.org/wiki/10_Miniatures,_Op.31_(Williams,_Alberto)",piano,,romantic,,,romantic,,,13
"10 Miniatures, Op.89","Stöhr, Richard","https://imslp.org/wiki/10_Miniatures,_Op.89_(Stöhr,_Richard)","piano, violin",,early 20th century,,1942,early 20th century,,1942,421
"10 Minuets, Hob.IX:22","Haydn, Joseph","https://imslp.org/wiki/10_Minuets,_Hob.IX:22_(Haydn,_Joseph)",keyboard,see below,classical,,,classical,,,12933
"10 Melodious Compositions, Op.20","Sartorio, Arnoldo","https://imslp.org/wiki/10_Melodious_Compositions,_Op.20_(Sartorio,_Arnoldo)",piano left-hand,,romantic,,,romantic,,,548
"10 Mittelschwere grosse Etüden, Op.76","Popper, David","https://imslp.org/wiki/10_Mittelschwere_grosse_Etüden,_Op.76_(Popper,_David)",cello,,romantic,,,romantic,,,4852
"10 Minuets, Hob.IX:Anh.","Haydn, Joseph","https://imslp.org/wiki/10_Minuets,_Hob.IX:Anh._(Haydn,_Joseph)",orchestra,,classical,,,classical,,,0
"10 Mittelstufen-Etüden, Op.57","Toch, Ernst","https://imslp.org/wiki/10_Mittelstufen-Etüden,_Op.57_(Toch,_Ernst)",piano,,early 20th century,,1930,early 20th century,,1930,0
"10 Miniatures, Op.35","Williams, Alberto","https://imslp.org/wiki/10_Miniatures,_Op.35_(Williams,_Alberto)",piano,,romantic,,,romantic,,,12
"10 Miniatures, Op.38","Williams, Alberto","https://imslp.org/wiki/10_Miniatures,_Op.38_(Williams,_Alberto)",piano,,romantic,,,romantic,,,22
"10 Miniatures, Op.95","Suijkerbuijk, J.M.","https://imslp.org/wiki/10_Miniatures,_Op.95_(Suijkerbuijk,_J.M.)",piano,,modern,,2009 (July 14),modern,13,2009,2124
10 Morceaux,"Dreyschock, Felix","https://imslp.org/wiki/10_Morceaux_(Dreyschock,_Felix)",piano,,romantic,,,romantic,,,253
"10 Moments lyriques, Op.27","Blumenfeld, Felix","https://imslp.org/wiki/10_Moments_lyriques,_Op.27_(Blumenfeld,_Felix)",piano,,romantic,,,romantic,,,1399
10 Morceaux,"Lebeau, Alfred","https://imslp.org/wiki/10_Morceaux_(Lebeau,_Alfred)",harmonium,,romantic,,1874 and earlier,romantic,,1874,644
"10 Morceaux de salon, Op.250","Popp, Wilhelm","https://imslp.org/wiki/10_Morceaux_de_salon,_Op.250_(Popp,_Wilhelm)","flute, piano",,romantic,,,romantic,,,4290
10 Minuets,"Montero, Joaquín","https://imslp.org/wiki/10_Minuets_(Montero,_Joaquín)",harpsichord or piano,,classical,,,classical,,,78
10 Morceaux per Violino e Pianoforte,"Frontini, Francesco Paolo","https://imslp.org/wiki/10_Morceaux_per_Violino_e_Pianoforte_(Frontini,_Francesco_Paolo)","piano, violin",,romantic,,,romantic,,,52
"10 Morceaux en Style National, Op.9","Grützmacher, Friedrich","https://imslp.org/wiki/10_Morceaux_en_Style_National,_Op.9_(Grützmacher,_Friedrich)",cello and piano,,romantic,,,romantic,,,859
10 Modulation Preludes with Harmony Analysis,"Shchetnikov, Sergei","https://imslp.org/wiki/10_Modulation_Preludes_with_Harmony_Analysis_(Shchetnikov,_Sergei)",strings (or piano),,classical,,2024,modern,13,2024,63
"10 Morceaux pour le piano, Op.29","Wollenhaupt, Hermann Adolf","https://imslp.org/wiki/10_Morceaux_pour_le_piano,_Op.29_(Wollenhaupt,_Hermann_Adolf)",piano,,romantic,,,romantic,,,1890
"10 More Reading Pieces, Op.105","Geere, Richard P.","https://imslp.org/wiki/10_More_Reading_Pieces,_Op.105_(Geere,_Richard_P.)",piano,,modern,,2021,modern,1,2021,1531
"10 More Duos, Op.59","Robertson, Ernest John","https://imslp.org/wiki/10_More_Duos,_Op.59_(Robertson,_Ernest_John)",flute and clarinet,,modern,,2012,modern,3,2012,6995
10 Morgenstern-Lieder,"Bachlund, Gary","https://imslp.org/wiki/10_Morgenstern-Lieder_(Bachlund,_Gary)",voice and piano,,modern,,2010,modern,14,2010,192
"10 Musikalske Miniaturbilleder, Op.8","Schytte, Ludvig","https://imslp.org/wiki/10_Musikalske_Miniaturbilleder,_Op.8_(Schytte,_Ludvig)",piano,,romantic,,,romantic,,,160
10 Mélodies,"Fouque, Octave","https://imslp.org/wiki/10_Mélodies_(Fouque,_Octave)","piano, voice",see below,romantic,,,romantic,,,18
10 Mélodies,"Labori, Marguerite","https://imslp.org/wiki/10_Mélodies_(Labori,_Marguerite)","piano, voice",,romantic,,,early 20th century,,,846
10 Mélodies,"Leroux, Xavier","https://imslp.org/wiki/10_Mélodies_(Leroux,_Xavier)","piano, voice",see below,romantic,,,romantic,,,36
"10 Miniatures, Op.34","Williams, Alberto","https://imslp.org/wiki/10_Miniatures,_Op.34_(Williams,_Alberto)",piano,,romantic,,,romantic,,,11
"10 Morceaux, Op.11","Alenev, Yevgeny","https://imslp.org/wiki/10_Morceaux,_Op.11_(Alenev,_Yevgeny)","cello, piano",,romantic,,,romantic,,,123
10 Mélodies,"Noël, Marcel","https://imslp.org/wiki/10_Mélodies_(Noël,_Marcel)","piano, voice",,romantic,,,romantic,,,44
10 Mélodies,"Żeleński, Władysław","https://imslp.org/wiki/10_Mélodies_(Żeleński,_Władysław)","piano, voice",,romantic,,,romantic,,,20
10 Mélodies,"Viardot, Pauline","https://imslp.org/wiki/10_Mélodies_(Viardot,_Pauline)","piano, voice",,romantic,,,romantic,,,6573
"10 Mélodies italiennes, Op.17","Franchomme, Auguste","https://imslp.org/wiki/10_Mélodies_italiennes,_Op.17_(Franchomme,_Auguste)","cello, piano",,romantic,,,romantic,,,77
10 Mélodies pour chant et piano,"Vidal, Paul","https://imslp.org/wiki/10_Mélodies_pour_chant_et_piano_(Vidal,_Paul)","piano, voice",,romantic,,,romantic,,,748
"10 Morceaux, Op.62","Andersen, Joachim","https://imslp.org/wiki/10_Morceaux,_Op.62_(Andersen,_Joachim)","flute, piano",,romantic,,,romantic,,,2888
"10 Mélodies, Op.83","Szulc, Joseph","https://imslp.org/wiki/10_Mélodies,_Op.83_(Szulc,_Joseph)","piano, voice",,romantic,,,romantic,,,1756
10 Nocturnes arranged for Violin and Piano,"Field, John","https://imslp.org/wiki/10_Nocturnes_arranged_for_Violin_and_Piano_(Field,_John)",piano,,romantic,,,romantic,,,603
10 Mélodies,"Thomé, Francis","https://imslp.org/wiki/10_Mélodies_(Thomé,_Francis)","piano, voice",,romantic,,,romantic,,,383
"10 National Airs with Variations, Op.107","Beethoven, Ludwig van","https://imslp.org/wiki/10_National_Airs_with_Variations,_Op.107_(Beethoven,_Ludwig_van)","flute (or violin), piano",,classical,,1818–19,classical,,1818,26028
10 Nocturnes for One Hand Alone in C-sharp minor,"Beneking, Stephan","https://imslp.org/wiki/10_Nocturnes_for_One_Hand_Alone_in_C-sharp_minor_(Beneking,_Stephan)","5 for the right hand), piano one-hand (5 for the left hand",C-sharp minor,modern,,2016,modern,30,2016,1567
10 Nocturnes-Etudes for One Hand Alone,"Beneking, Stephan","https://imslp.org/wiki/10_Nocturnes-Etudes_for_One_Hand_Alone_(Beneking,_Stephan)","5 for the right hand), piano one-hand (5 for the left hand",,modern,,2016,modern,20,2016,1113
10 Nouvelles Etudes,"Blanchet, Emile-Robert","https://imslp.org/wiki/10_Nouvelles_Etudes_(Blanchet,_Emile-Robert)",piano,,romantic,,,romantic,,,768
10 Octave Studies for Pianoforte,"Rogers, James Hotchkiss","https://imslp.org/wiki/10_Octave_Studies_for_Pianoforte_(Rogers,_James_Hotchkiss)",piano,,romantic,,,early 20th century,,,54
10 Offertories on American Hymn-tunes,"Reynolds, Walter Guernsey","https://imslp.org/wiki/10_Offertories_on_American_Hymn-tunes_(Reynolds,_Walter_Guernsey)",organ,"D ♭ major, A ♭ major, F major, G major, F major, F major, A ♭ /D ♭ major, B minor/D major, G ♭ major, E major",early 20th century,,,early 20th century,,,2941
"10 Organ Compositions, Op.106","Gambini, Carlo Andrea","https://imslp.org/wiki/10_Organ_Compositions,_Op.106_(Gambini,_Carlo_Andrea)",organ,,romantic,,,romantic,,,1216
"10 Old English Carols, and 2 Hymns","Rimbault, Edward Francis","https://imslp.org/wiki/10_Old_English_Carols,_and_2_Hymns_(Rimbault,_Edward_Francis)","piano (optional), satb chorus",,classical,,,romantic,,,522
"10 Organ Pieces, Volume 2","Salomé, Théodore","https://imslp.org/wiki/10_Organ_Pieces,_Volume_2_(Salomé,_Théodore)",organ (or pedal piano),,romantic,,,romantic,,,2039
10 Orgel-Choräle,"Bach, Johann Sebastian","https://imslp.org/wiki/10_Orgel-Choräle_(Bach,_Johann_Sebastian)",piano,,romantic,,,baroque,,,623
"10 Organ Trios, Op.49","Rheinberger, Josef Gabriel","https://imslp.org/wiki/10_Organ_Trios,_Op.49_(Rheinberger,_Josef_Gabriel)",organ,,romantic,,,romantic,,,69480
"10 Organ Pieces, Volume 1","Salomé, Théodore","https://imslp.org/wiki/10_Organ_Pieces,_Volume_1_(Salomé,_Théodore)",organ (or pedal piano),,romantic,,1875 or before,romantic,,1875,23908
10 Orgel-Postludien zum Kirchenjahr,"Kickstat, Paul","https://imslp.org/wiki/10_Orgel-Postludien_zum_Kirchenjahr_(Kickstat,_Paul)",organ,,early 20th century,,,early 20th century,,,3941
"10 Orgelstücke, Op.1","Köstner, Franz","https://imslp.org/wiki/10_Orgelstücke,_Op.1_(Köstner,_Franz)",organ,,romantic,,,romantic,,,608
"10 Orgelstücke, Op.25","Grüel, Eugen","https://imslp.org/wiki/10_Orgelstücke,_Op.25_(Grüel,_Eugen)",organ,,romantic,,,romantic,,,620
10 Ouverturen für Pianoforte zu 4 Händen,"Mendelssohn, Felix","https://imslp.org/wiki/10_Ouverturen_für_Pianoforte_zu_4_Händen_(Mendelssohn,_Felix)",piano 4 hands,,romantic,,,romantic,,,216
"10 Original Pieces, Op.116","Nölck, August","https://imslp.org/wiki/10_Original_Pieces,_Op.116_(Nölck,_August)",cello and piano,,romantic,,,romantic,,,3225
"10 Pensées lyriques, Op.40","Sibelius, Jean","https://imslp.org/wiki/10_Pensées_lyriques,_Op.40_(Sibelius,_Jean)",piano,,early 20th century,,1912-16,early 20th century,,1912,14074
10 Petites Pièces pour la Guitarre,"Call, Leonhard von","https://imslp.org/wiki/10_Petites_Pièces_pour_la_Guitarre_(Call,_Leonhard_von)",guitar,,classical,,,classical,,,13
"10 Petites pièces faciles, Op.61c","Koechlin, Charles","https://imslp.org/wiki/10_Petites_pièces_faciles,_Op.61c_(Koechlin,_Charles)",piano,,early 20th century,,"1915-16, 1919-20",early 20th century,,1915,3658
"10 Petits duos concertans, Op.10","Bevilacqua, Matteo","https://imslp.org/wiki/10_Petits_duos_concertans,_Op.10_(Bevilacqua,_Matteo)","guitar, violin (or flute)",,classical,,,classical,,,230
"10 Petites pièces non difficiles, Op.14","Aguado, Dionisio","https://imslp.org/wiki/10_Petites_pièces_non_difficiles,_Op.14_(Aguado,_Dionisio)",guitar,,romantic,,,romantic,,,4141
"10 Petits morceaux, Op.94","Moszkowski, Moritz","https://imslp.org/wiki/10_Petits_morceaux,_Op.94_(Moszkowski,_Moritz)",piano,,romantic,,,romantic,,,2874
"10 Petits rondeaux, Op.316","Czerny, Carl","https://imslp.org/wiki/10_Petits_rondeaux,_Op.316_(Czerny,_Carl)",piano,,romantic,,,romantic,,,2277
10 Pezzi,"Coronaro, Gellio Benvenuto","https://imslp.org/wiki/10_Pezzi_(Coronaro,_Gellio_Benvenuto)",organ,,early 20th century,,,early 20th century,,,23
"10 Mélodies de Meyerbeer transcrites pour le piano, Op.38","Méreaux, Jean-Amédée Lefroid de","https://imslp.org/wiki/10_Mélodies_de_Meyerbeer_transcrites_pour_le_piano,_Op.38_(Méreaux,_Jean-Amédée_Lefroid_de)",piano,,romantic,,,romantic,,,329
"10 Pezzi, Op.315","Bottazzo, Luigi","https://imslp.org/wiki/10_Pezzi,_Op.315_(Bottazzo,_Luigi)",organ or harmonium,,romantic,,,romantic,,,1878
"10 Phantasiestücke für Violine und Pianoforte, Op.74","Fuchs, Robert","https://imslp.org/wiki/10_Phantasiestücke_für_Violine_und_Pianoforte,_Op.74_(Fuchs,_Robert)","piano, violin",,romantic,,,romantic,,,93
10 Piano Sonatinas,"Rondeau, Michel","https://imslp.org/wiki/10_Piano_Sonatinas_(Rondeau,_Michel)",piano,,modern,,,modern,,,9085
10 Pianoforte Pieces,"Purcell, Henry","https://imslp.org/wiki/10_Pianoforte_Pieces_(Purcell,_Henry)",piano (originally harpsichord),see below,baroque,,,baroque,,,1071
"10 Pianoforte Studies, Op.51","Dunhill, Thomas","https://imslp.org/wiki/10_Pianoforte_Studies,_Op.51_(Dunhill,_Thomas)",piano,,romantic,,,romantic,,,1066
"10 Pianoforte-Stücke, Op.18","Kiel, Friedrich","https://imslp.org/wiki/10_Pianoforte-Stücke,_Op.18_(Kiel,_Friedrich)",piano,,romantic,,1860,romantic,,1860,1648
"10 Orgel-Vorspiele verschiedenen Characters, Op.30","Geissler, Carl","https://imslp.org/wiki/10_Orgel-Vorspiele_verschiedenen_Characters,_Op.30_(Geissler,_Carl)",organ,,romantic,,,romantic,,,473
"10 Orgelstücke verschiedenen Charakters, Op.20","Götze, Heinrich","https://imslp.org/wiki/10_Orgelstücke_verschiedenen_Charakters,_Op.20_(Götze,_Heinrich)",organ,,romantic,,,romantic,,,691
10 Noëls bressans,"Darcieux, Francisque","https://imslp.org/wiki/10_Noëls_bressans_(Darcieux,_Francisque)","piano, voice",,romantic,,,early 20th century,,,562
"10 Piano Pieces, Op.79","Palmgren, Selim","https://imslp.org/wiki/10_Piano_Pieces,_Op.79_(Palmgren,_Selim)",piano,,early 20th century,,,early 20th century,,,1593
10 Pawlikowska-Jasnorzewska Songs,"Kowalewski, Jakub","https://imslp.org/wiki/10_Pawlikowska-Jasnorzewska_Songs_(Kowalewski,_Jakub)","piano, voice",,early 20th century,,2015,modern,,2015,262
"10 Petits morceaux, Op.122a","Reinecke, Carl","https://imslp.org/wiki/10_Petits_morceaux,_Op.122a_(Reinecke,_Carl)","piano, violin",,romantic,,,romantic,,,186
"10 Nocturnos, Op.26","Díaz, Alejandro","https://imslp.org/wiki/10_Nocturnos,_Op.26_(Díaz,_Alejandro)",piano,Various,modern,,2012-2014,modern,8,2012,697
10 Piano Sonatinas,"Sain, Andreas","https://imslp.org/wiki/10_Piano_Sonatinas_(Sain,_Andreas)",piano,,modern,,2013,modern,,2013,3160
10 Piccoli pezzi contemporanei,"Ferrari, Carlotta","https://imslp.org/wiki/10_Piccoli_pezzi_contemporanei_(Ferrari,_Carlotta)","clarinet, flute, guitar, piano, violin",,modern,,2010,modern,,2010,3026
"10 Orgelstücke verschiedenen Charakters & 2 Choralvorspiele, Op.52","Brosig, Moritz","https://imslp.org/wiki/10_Orgelstücke_verschiedenen_Charakters_&_2_Choralvorspiele,_Op.52_(Brosig,_Moritz)",organ,,romantic,,,romantic,,,2787
"10 Pieces favorites de differents Auteurs, Op.28","Diabelli, Anton","https://imslp.org/wiki/10_Pieces_favorites_de_differents_Auteurs,_Op.28_(Diabelli,_Anton)",guitar (arranged),,romantic,,,romantic,,,108
"10 Pieces for 2 Horns and Bass, Op.6","Böck, Ignaz","https://imslp.org/wiki/10_Pieces_for_2_Horns_and_Bass,_Op.6_(Böck,_Ignaz)","2 horns, cello",,classical,,1803,classical,,1803,2557
10 Pieces for Harmonium,"Steane, Bruce","https://imslp.org/wiki/10_Pieces_for_Harmonium_(Steane,_Bruce)",harmonium,,romantic,,,romantic,,,1992
10 Pieces for Children,"Drozdov, Anatoly","https://imslp.org/wiki/10_Pieces_for_Children_(Drozdov,_Anatoly)",piano,,early 20th century,,1939,early 20th century,,1939,0
"10 Pieces for Guitar, Flute and Viola, Op.12","Küffner, Joseph","https://imslp.org/wiki/10_Pieces_for_Guitar,_Flute_and_Viola,_Op.12_(Küffner,_Joseph)","flute, guitar, viola",,classical,,,classical,,,1423
"10 Pieces for Harmonium, Op.37","Bird, Arthur H.","https://imslp.org/wiki/10_Pieces_for_Harmonium,_Op.37_(Bird,_Arthur_H.)",harmonium,,romantic,,,romantic,,,2303
"10 Pieces for Piano, Op.58","Sibelius, Jean","https://imslp.org/wiki/10_Pieces_for_Piano,_Op.58_(Sibelius,_Jean)",piano,,early 20th century,,1909,early 20th century,,1909,6376
"10 Pieces for Piano, Op.24","Sibelius, Jean","https://imslp.org/wiki/10_Pieces_for_Piano,_Op.24_(Sibelius,_Jean)",piano,,early 20th century,,1895-1903,early 20th century,,1895,20649
"10 Pieces for Piano, Op.13","Henselt, Adolf von","https://imslp.org/wiki/10_Pieces_for_Piano,_Op.13_(Henselt,_Adolf_von)",piano,,romantic,,,romantic,,,4892
"10 Pieces for Keyboard, F.269","Zhang, Zhichong","https://imslp.org/wiki/10_Pieces_for_Keyboard,_F.269_(Zhang,_Zhichong)",piano,,baroque,,2025,modern,,2025,15
"10 Pieces for Piano, Op.12","Prokofiev, Sergey","https://imslp.org/wiki/10_Pieces_for_Piano,_Op.12_(Prokofiev,_Sergey)","but see below, comments), piano (or harp (no.7 only)",,early 20th century,,1906-13,early 20th century,,1906,46046
"10 Pieces for Violin and Piano, Op.80","Gedike, Aleksandr","https://imslp.org/wiki/10_Pieces_for_Violin_and_Piano,_Op.80_(Gedike,_Aleksandr)","piano, violin",,early 20th century,,,romantic,,,235
"10 Pieces for organ or harmonium, Op.82","Walczyński, Franciszek","https://imslp.org/wiki/10_Pieces_for_organ_or_harmonium,_Op.82_(Walczyński,_Franciszek)",organ or harmonium,,romantic,,1906,romantic,,1906,193
10 Pieces for Organ,"Capocci, Filippo","https://imslp.org/wiki/10_Pieces_for_Organ_(Capocci,_Filippo)",organ or pedal piano,,romantic,,,romantic,,,1880
10 Pieces from Children's Repertoire,"Ladukhin, Nikolay","https://imslp.org/wiki/10_Pieces_from_Children's_Repertoire_(Ladukhin,_Nikolay)",piano,,romantic,,,romantic,,,2637
"10 Pieces from Romeo and Juliet, Op.75","Prokofiev, Sergey","https://imslp.org/wiki/10_Pieces_from_Romeo_and_Juliet,_Op.75_(Prokofiev,_Sergey)",piano,,early 20th century,,1937,early 20th century,,1937,0
"10 Pieces from Cinderella, Op.97","Prokofiev, Sergey","https://imslp.org/wiki/10_Pieces_from_Cinderella,_Op.97_(Prokofiev,_Sergey)",piano,,early 20th century,,1943,early 20th century,21,1943,0
10 Pieces of Medium Difficulty,"Lukomsky, Leopold","https://imslp.org/wiki/10_Pieces_of_Medium_Difficulty_(Lukomsky,_Leopold)",piano,,romantic,,,early 20th century,,,0
10 Pieces for the Virginals or Organ,Anonymous,https://imslp.org/wiki/10_Pieces_for_the_Virginals_or_Organ_(Anonymous),harpsichord or organ,,renaissance,,,,,,33816
