Title,Composer,Permlink,Instrumentation,Key,Piece Style,First Performance,Year/Date of Composition,Composer Time Period,Average Duration,Year,num_downloads
"""Amicizia""","Stankovych, Tatiana","https://imslp.org/wiki/""Amicizia""_(Stankovych,_Tatiana)",piano 4-hands,B major,modern,,2021,modern,1,2021,742
"""Mrs. Ramsay rose. Lily rose.""","Eisenbrey, Keith","https://imslp.org/wiki/""Mrs._Ramsay_rose._Lily_rose.""_(Eisenbrey,_Keith)",piano,,modern,,2001,modern,,2001,1559
"""My Old Dutch"" Waltz","West, Alfred H.","https://imslp.org/wiki/""My_Old_Dutch""_Waltz_(West,_Alfred_H.)",piano (arranged),E-flat major,early 20th century,,1894,early 20th century,,1894,101
"""Los ojos tiernos""","Esnaola, Juan Pedro","https://imslp.org/wiki/""Los_ojos_tiernos""_(Esnaola,_Juan_Pedro)",piano,F major,romantic,,1837,romantic,2,1837,727
"""Sombras de Jerez""- Artiom Galuza","Galuza, Artiom","https://imslp.org/wiki/""Sombras_de_Jerez""-_Artiom_Galuza_(Galuza,_Artiom)",classical guitar,,modern,,,modern,,,3
"""Und ich sah ..."", Op.59","Salbert, Dieter","https://imslp.org/wiki/""Und_ich_sah_..."",_Op.59_(Salbert,_Dieter)","organ, soprano",,modern,,1969-70,modern,25,1969,326
$naFU,"Bohn, James","https://imslp.org/wiki/$naFU_(Bohn,_James)","clarinet, flute, piano, violin",,modern,,2009,modern,12,2009,218
'4-4-8' Claves Quartet,"Shannon, William R.","https://imslp.org/wiki/'4-4-8'_Claves_Quartet_(Shannon,_William_R.)",claves (4 players),,modern,,2004 rev. 2015,modern,5,2004,2040
"""Trip-O-Let"" Dance","Hamilton, Jesse J.","https://imslp.org/wiki/""Trip-O-Let""_Dance_(Hamilton,_Jesse_J.)",guitar,,early 20th century,,,romantic,,,1450
"""of being a self in a song""","Feng, Thomas","https://imslp.org/wiki/""of_being_a_self_in_a_song""_(Feng,_Thomas)",piano,,modern,,2016-17,modern,3,2016,669
'12' Short Pieces,"Wesley, Samuel","https://imslp.org/wiki/'12'_Short_Pieces_(Wesley,_Samuel)",organ,,classical,,,classical,,,4361
"""un solo quarto d'ora""","Paër, Ferdinando","https://imslp.org/wiki/""un_solo_quarto_d'ora""_(Paër,_Ferdinando)","orchestra, voices",,classical,,,classical,,,135
"""Tagh of Awakening""","Hakobjanyan, Anna","https://imslp.org/wiki/""Tagh_of_Awakening""_(Hakobjanyan,_Anna)",orchestra,,modern,,2022,modern,18,2022,1243
"""The Girl from the Bus Station""","Gonzaga, Thales","https://imslp.org/wiki/""The_Girl_from_the_Bus_Station""_(Gonzaga,_Thales)",orchestra,"B minor, C ♯ minor (New Edition)",modern,,2022-24,modern,5,2022,331
'A Margarita,"Caccavale, Giuseppe","https://imslp.org/wiki/'A_Margarita_(Caccavale,_Giuseppe)","piano, voice",B-flat major,romantic,,,romantic,3,,61
'A Grotta 'e Pozzulo,"Nutile, Emmanuele","https://imslp.org/wiki/'A_Grotta_'e_Pozzulo_(Nutile,_Emmanuele)","piano, voice",C major,romantic,,,romantic,4,,35
'A bella d''e belle,"Di Chiara, Vincenzo","https://imslp.org/wiki/'A_bella_d''e_belle_(Di_Chiara,_Vincenzo)","piano, voice",F minor,romantic,,,early 20th century,3,,976
"""s'kommt ein Vogel geflogen""","Ochs, Siegfried","https://imslp.org/wiki/""s'kommt_ein_Vogel_geflogen""_(Ochs,_Siegfried)","military bands, orchestra, piano, piano 4-hands, salon orchestra",,romantic,,,romantic,,,3206
'A cafettera,Albertin,https://imslp.org/wiki/'A_cafettera_(Albertin),"piano, voice",B-flat major,romantic,,,romantic,3,,626
'A Napulitana,"Costa, Pasquale Mario","https://imslp.org/wiki/'A_Napulitana_(Costa,_Pasquale_Mario)","piano, voice",C major,romantic,,,romantic,3,,72
'A buscia,"Taranto, Guido","https://imslp.org/wiki/'A_buscia_(Taranto,_Guido)","piano, voice",C major,romantic,,,romantic,3,,103
'A cafettera,"Segrè, Raffaele","https://imslp.org/wiki/'A_cafettera_(Segrè,_Raffaele)","piano, voice",C major,romantic,,,romantic,3,,46
'A calamita,"Von Calged, Kosta","https://imslp.org/wiki/'A_calamita_(Von_Calged,_Kosta)","piano, voice",F major,romantic,,,romantic,4,,256
'A cammisa affatata,"Valente, Vincenzo","https://imslp.org/wiki/'A_cammisa_affatata_(Valente,_Vincenzo)","piano, voice",E minor,romantic,,,romantic,3,,117
'A capera,"Liucci, Giacinto","https://imslp.org/wiki/'A_capera_(Liucci,_Giacinto)","piano, voice",F minor,romantic,,,romantic,3,,187
'A canzone d''e cucchiere,"D'Arienzo, Nicola","https://imslp.org/wiki/'A_canzone_d''e_cucchiere_(D'Arienzo,_Nicola)","piano, voice",A minor,romantic,,,early 20th century,3,,117
'A cammurrestella,"Cangiullo, Francesco","https://imslp.org/wiki/'A_cammurrestella_(Cangiullo,_Francesco)","piano, voice",G major,early 20th century,,,early 20th century,3,,272
'A casa d''e fate,"Sava, Raffaele","https://imslp.org/wiki/'A_casa_d''e_fate_(Sava,_Raffaele)","piano, voice",E major,romantic,,,romantic,2,,105
'A cartulina,"Criscuolo, Luigi","https://imslp.org/wiki/'A_cartulina_(Criscuolo,_Luigi)","piano, voice",C major,romantic,,,romantic,,,96
'A cafona,"Fragna, Luigi","https://imslp.org/wiki/'A_cafona_(Fragna,_Luigi)","piano, voice",D major,romantic,,,romantic,3,,67
'A cagnacavalle,Albertin,https://imslp.org/wiki/'A_cagnacavalle_(Albertin),"piano, voice",A major,romantic,,,romantic,,,231
'A chiava masculina!...,"Musella, Roberto","https://imslp.org/wiki/'A_chiava_masculina!..._(Musella,_Roberto)","piano, voice",F minor,romantic,,,early 20th century,5,,161
'A ciucculata,"Di Chiara, Vincenzo","https://imslp.org/wiki/'A_ciucculata_(Di_Chiara,_Vincenzo)","piano, voice",G minor,romantic,,,early 20th century,3,,193
'A chiena e 'a vacanta,"Valente, Vincenzo","https://imslp.org/wiki/'A_chiena_e_'a_vacanta_(Valente,_Vincenzo)","piano, voice",E-flat major,romantic,,,romantic,3,,88
"""Urlicht""","Mahler, Gustav","https://imslp.org/wiki/""Urlicht""_(Mahler,_Gustav)","chorus, orchestra, voices",,romantic,,"1888-94, rev.1903",romantic,90,1888,155297
'A cchiù bella figliola!,"De Curtis, Giambattista","https://imslp.org/wiki/'A_cchiù_bella_figliola!_(De_Curtis,_Giambattista)","piano, voice",A minor,early 20th century,,,romantic,3,,299
'A chianchera,"Berruti, Giuseppe","https://imslp.org/wiki/'A_chianchera_(Berruti,_Giuseppe)","piano, voice",C major,romantic,,,romantic,3,,30
'A cura 'e mammà,"De Gregorio, Giuseppe","https://imslp.org/wiki/'A_cura_'e_mammà_(De_Gregorio,_Giuseppe)","piano, voice",G major,romantic,,,romantic,5,,480
'A farenara,"Gramegna, Pasquale","https://imslp.org/wiki/'A_farenara_(Gramegna,_Pasquale)","piano, voice",A minor,romantic,,,romantic,3,,34
'A femmena,"Chiarolanza, Giuseppe","https://imslp.org/wiki/'A_femmena_(Chiarolanza,_Giuseppe)","piano, voice",B-flat major,romantic,,,romantic,3,,45
'A femmena,"Taranto, Guido","https://imslp.org/wiki/'A_femmena_(Taranto,_Guido)","piano, voice",C minor,romantic,,,romantic,3,,42
'A chiavetella,"Finamore, Francesco","https://imslp.org/wiki/'A_chiavetella_(Finamore,_Francesco)","piano, voice",B-flat major,romantic,,,romantic,3,,114
'A festa d''e giglie,"Gragnano, G.","https://imslp.org/wiki/'A_festa_d''e_giglie_(Gragnano,_G.)","piano, voice",D major,romantic,,,romantic,3,,40
'A funiculare 'e Montesanto,"D'Ambrosio, Francesco","https://imslp.org/wiki/'A_funiculare_'e_Montesanto_(D'Ambrosio,_Francesco)","piano, voice",C major,romantic,,1891 ca.,romantic,4,1891,394
'A funicular''e Muntesanto,"Caccavale, Giuseppe","https://imslp.org/wiki/'A_funicular''e_Muntesanto_(Caccavale,_Giuseppe)","piano, voice",F major,romantic,,,romantic,3,,34
'A gelosia,"Nutile, Emmanuele","https://imslp.org/wiki/'A_gelosia_(Nutile,_Emmanuele)","piano, voice",F major,romantic,,,romantic,5,,409
'A grott'azzurra,"Di Capua, Eduardo","https://imslp.org/wiki/'A_grott'azzurra_(Di_Capua,_Eduardo)","piano, voice",E major,romantic,,,romantic,4,,144
'A leggia d''o revolvere,"Guida, Prospero","https://imslp.org/wiki/'A_leggia_d''o_revolvere_(Guida,_Prospero)","piano, voice",F major,romantic,,,romantic,3,,106
'A lavannara,"Siragusa, Antonio","https://imslp.org/wiki/'A_lavannara_(Siragusa,_Antonio)","piano, voice",E major,romantic,,,romantic,3,,145
'A limonata,"Anatra, Emilio","https://imslp.org/wiki/'A_limonata_(Anatra,_Emilio)","piano, voice",D major,romantic,,,romantic,3,,90
'A giurnalista,"Raimondi, Alfonso","https://imslp.org/wiki/'A_giurnalista_(Raimondi,_Alfonso)","piano, voice",E-flat major,romantic,,,romantic,3,,41
'A gajola,"Viscardi, Pasquale","https://imslp.org/wiki/'A_gajola_(Viscardi,_Pasquale)","piano, voice",C major,romantic,,,romantic,3,,126
'A luntananza,"Di Capua, Eduardo","https://imslp.org/wiki/'A_luntananza_(Di_Capua,_Eduardo)","piano, voice",G major,romantic,,,romantic,4,,672
'A maestrina,Albertin,https://imslp.org/wiki/'A_maestrina_(Albertin),"piano, voice",F major,romantic,,,romantic,3,,155
'A maruzza,"Marino, Carmine","https://imslp.org/wiki/'A_maruzza_(Marino,_Carmine)","piano, voice",D major,romantic,,,romantic,3,,151
'A gallaria nova,"Mantegna, L.","https://imslp.org/wiki/'A_gallaria_nova_(Mantegna,_L.)","piano, voice",E-flat major,romantic,,1890 ca.,romantic,3,1890,40
'A mpignatora,"Cavuoto, Antonio","https://imslp.org/wiki/'A_mpignatora_(Cavuoto,_Antonio)","piano, voice",D major,romantic,,,romantic,3,,99
'A nepota 'e don Camillo,"Taranto, Guido","https://imslp.org/wiki/'A_nepota_'e_don_Camillo_(Taranto,_Guido)","piano, voice",E minor,early 20th century,,,romantic,3,,37
'A mmaretata,"Erra, Arturo","https://imslp.org/wiki/'A_mmaretata_(Erra,_Arturo)","piano, voice",G minor,romantic,,,romantic,3,,35
'A nzalatara,"Fulvio, Mario","https://imslp.org/wiki/'A_nzalatara_(Fulvio,_Mario)","piano, voice",G major,romantic,,,romantic,2,,170
'A neve 'a ne'!,"Miccio, Emanuele","https://imslp.org/wiki/'A_neve_'a_ne'!_(Miccio,_Emanuele)","piano, voice",D minor,romantic,,,romantic,4,,37
'A partenza d''e cungedate,"Gambardella, Salvatore","https://imslp.org/wiki/'A_partenza_d''e_cungedate_(Gambardella,_Salvatore)","piano, voice",D minor,romantic,,,early 20th century,3,,59
'A mugliera ca primm''e spusà!!,"Di Capua, Eduardo","https://imslp.org/wiki/'A_mugliera_ca_primm''e_spusà!!_(Di_Capua,_Eduardo)","piano, voice",G minor,romantic,,,romantic,3,,115
'A passione,"De Angelis, G.","https://imslp.org/wiki/'A_passione_(De_Angelis,_G.)","piano, voice",G minor,romantic,,,romantic,2,,45
'A partenza d''e marenare,"Fanti, Carlo","https://imslp.org/wiki/'A_partenza_d''e_marenare_(Fanti,_Carlo)","comments), piano (see below, trumpet, voice",A major,romantic,,,romantic,3,,30
'A passione,"Giannelli, Giuseppe","https://imslp.org/wiki/'A_passione_(Giannelli,_Giuseppe)","piano, voice",C minor,romantic,,,romantic,3,,138
'A pazziella,"Chiarolanza, Giuseppe","https://imslp.org/wiki/'A_pazziella_(Chiarolanza,_Giuseppe)","piano, voice",C major,romantic,,,romantic,2,,98
'A pazzagliona,"Pennino, Francesco","https://imslp.org/wiki/'A_pazzagliona_(Pennino,_Francesco)","piano, voice",G major,romantic,,,early 20th century,3,,34
'A panettera,"Fragna, Luigi","https://imslp.org/wiki/'A_panettera_(Fragna,_Luigi)","piano, voice",F major,romantic,,,romantic,3,,43
'A penitente e 'o Confessore,"Fonzo, Pasquale Ernesto","https://imslp.org/wiki/'A_penitente_e_'o_Confessore_(Fonzo,_Pasquale_Ernesto)","piano, voice",E-flat major,romantic,,,early 20th century,4,,76
'A ponta 'e Pusilleco,"De Gregorio, Giuseppe","https://imslp.org/wiki/'A_ponta_'e_Pusilleco_(De_Gregorio,_Giuseppe)","piano, voice",G major,romantic,,,romantic,3,,76
'A pippa,"Tinto, Giuseppe","https://imslp.org/wiki/'A_pippa_(Tinto,_Giuseppe)","piano, voice",F major,romantic,,,romantic,4,,411
'A primma donna,"Valente, Vincenzo","https://imslp.org/wiki/'A_primma_donna_(Valente,_Vincenzo)","piano, voice",F major,romantic,,,romantic,3,,128
'A primma vota!,"De Curtis, Ernesto","https://imslp.org/wiki/'A_primma_vota!_(De_Curtis,_Ernesto)","piano, voice",G minor,romantic,,,early 20th century,4,,603
'A prucitana,"Flocco, Alfredo","https://imslp.org/wiki/'A_prucitana_(Flocco,_Alfredo)","piano, voice",F minor,romantic,,,romantic,3,,101
'A retirata,"Costa, Pasquale Mario","https://imslp.org/wiki/'A_retirata_(Costa,_Pasquale_Mario)","piano, voice",C major,romantic,,,romantic,3,,357
'A revista,"Corvino, Gennaro","https://imslp.org/wiki/'A_revista_(Corvino,_Gennaro)","piano, voice",D major,romantic,,,romantic,4,,79
'A retirata d''a fanteria,"Gambardella, Salvatore","https://imslp.org/wiki/'A_retirata_d''a_fanteria_(Gambardella,_Salvatore)","piano, voice",G major,romantic,,,early 20th century,3,,46
'A riggina d''o mare,"Bellini, Ettore","https://imslp.org/wiki/'A_riggina_d''o_mare_(Bellini,_Ettore)","mandolin, voice",F minor,romantic,,,early 20th century,4,,103
'A pizzaria 'e don Saveratore,"Valente, Vincenzo","https://imslp.org/wiki/'A_pizzaria_'e_don_Saveratore_(Valente,_Vincenzo)","piano, voice",D minor,romantic,,,romantic,3,,46
'A revista navale,"Galiani, Celestino","https://imslp.org/wiki/'A_revista_navale_(Galiani,_Celestino)","piano, voice",C major,romantic,,,romantic,3,,31
'A rosa,"Natale, Antonio","https://imslp.org/wiki/'A_rosa_(Natale,_Antonio)","piano, voice",G major,romantic,,,romantic,3,,79
'A sciurara,"Albin, Federico","https://imslp.org/wiki/'A_sciurara_(Albin,_Federico)","piano, voice",F major,romantic,,,romantic,3,,98
'A risa,"Cantalamessa, Berardo","https://imslp.org/wiki/'A_risa_(Cantalamessa,_Berardo)","piano, voice",E major,romantic,,1895 ca.,romantic,2,1895,208
'A scossa elettrica!,"De Angelis, Michele","https://imslp.org/wiki/'A_scossa_elettrica!_(De_Angelis,_Michele)","piano, voice",B-flat major,romantic,,,romantic,3,,77
'A sentenza mia,"Guida, Prospero","https://imslp.org/wiki/'A_sentenza_mia_(Guida,_Prospero)","piano, voice",E-flat major,romantic,,,romantic,3,,100
'A serenata d' 'e rrose,"Di Capua, Eduardo","https://imslp.org/wiki/'A_serenata_d'_'e_rrose_(Di_Capua,_Eduardo)","piano, voice",A minor,romantic,,,romantic,3,,22
'A serenata d''o 'mbriaco,"Fragna, Luigi","https://imslp.org/wiki/'A_serenata_d''o_'mbriaco_(Fragna,_Luigi)","piano, voice",D minor,romantic,,,romantic,3,,35
'A serenata d''e nnammurate,"Di Capua, Eduardo","https://imslp.org/wiki/'A_serenata_d''e_nnammurate_(Di_Capua,_Eduardo)","piano, voice",E-flat major,romantic,,,romantic,3,,179
'A schiavuttella,"De Caro, Donato","https://imslp.org/wiki/'A_schiavuttella_(De_Caro,_Donato)","piano, voice",D major,romantic,,,romantic,3,,45
'A sicilianella,"Fonzo, Pasquale Ernesto","https://imslp.org/wiki/'A_sicilianella_(Fonzo,_Pasquale_Ernesto)","piano, voice",G major,romantic,,,early 20th century,3,,95
'A spartenza,"Niola, Olimpia","https://imslp.org/wiki/'A_spartenza_(Niola,_Olimpia)","piano, voice",G minor,romantic,,,romantic,3,,44
'A sicilianella,"Di Fraja, Vincenzo","https://imslp.org/wiki/'A_sicilianella_(Di_Fraja,_Vincenzo)","piano, voice",A minor,early 20th century,,,early 20th century,5,,159
'A robba fina!,"Di Capua, Eduardo","https://imslp.org/wiki/'A_robba_fina!_(Di_Capua,_Eduardo)","mandolin, voice",G minor,early 20th century,,,romantic,3,,938
'A serata d''a primma donna,"Vottis, Gaetano","https://imslp.org/wiki/'A_serata_d''a_primma_donna_(Vottis,_Gaetano)","piano, voice",B-flat major,romantic,,,romantic,4,,103
'A spicajola,"Gaudiosi, Gennaro","https://imslp.org/wiki/'A_spicajola_(Gaudiosi,_Gennaro)","piano, voice",G major,romantic,,,romantic,3,,48
'A sprinia,"De Angelis, Michele","https://imslp.org/wiki/'A_sprinia_(De_Angelis,_Michele)","piano, voice",G minor,romantic,,,romantic,3,,59
'A spicajola da festa,"Capurro, Francesco","https://imslp.org/wiki/'A_spicajola_da_festa_(Capurro,_Francesco)","castanets, piano, voice",G major,romantic,,,romantic,3,,150
'A testa 'aruta,"Valente, Vincenzo","https://imslp.org/wiki/'A_testa_'aruta_(Valente,_Vincenzo)","piano, voice",F major,romantic,,,romantic,3,,36
'A vedova!,"De Gregorio, Giuseppe","https://imslp.org/wiki/'A_vedova!_(De_Gregorio,_Giuseppe)","piano, voice",F major,romantic,,,romantic,3,,77
'A tossa,"Di Chiara, Vincenzo","https://imslp.org/wiki/'A_tossa_(Di_Chiara,_Vincenzo)","2 voices, piano",F major,romantic,,,early 20th century,3,,497
'A valanza,"Ranieri, Enrico","https://imslp.org/wiki/'A_valanza_(Ranieri,_Enrico)","piano, voice",F major,romantic,,,romantic,3,,88
'A verdummara,"Siragusa, Antonio","https://imslp.org/wiki/'A_verdummara_(Siragusa,_Antonio)","piano, voice",D major,romantic,,,romantic,3,,112
'A vesta nera,"Imperiali, Enrico","https://imslp.org/wiki/'A_vesta_nera_(Imperiali,_Enrico)","piano, voice",D major,romantic,,,romantic,3,,36
'A spatella,"Finamore, Francesco","https://imslp.org/wiki/'A_spatella_(Finamore,_Francesco)","piano, voice",D major,romantic,,1889,romantic,3,1889,186
'A vigna 'e Catarina,"Valente, Nicola","https://imslp.org/wiki/'A_vigna_'e_Catarina_(Valente,_Nicola)","piano, voice",A major,romantic,,,early 20th century,3,,25
'A vita è nu suonno!,"Gambardella, Salvatore","https://imslp.org/wiki/'A_vita_è_nu_suonno!_(Gambardella,_Salvatore)","mandolin, voice",D major,romantic,,,early 20th century,3,,68
'A vigilia 'e Natale,"De Curtis, Giambattista","https://imslp.org/wiki/'A_vigilia_'e_Natale_(De_Curtis,_Giambattista)","piano, voice",G major,romantic,,,romantic,3,,122
'A vongola,"Di Chiara, Vincenzo","https://imslp.org/wiki/'A_vongola_(Di_Chiara,_Vincenzo)","mandolin, voice",A minor,romantic,,,early 20th century,4,,419
'A vivandiera,"Siragusa, Antonio","https://imslp.org/wiki/'A_vivandiera_(Siragusa,_Antonio)","piano, voice",D major,romantic,,,romantic,3,,87
'A zetella,"Erra, Arturo","https://imslp.org/wiki/'A_zetella_(Erra,_Arturo)","piano, voice",G minor,romantic,,,romantic,3,,36
'A' for Solo FM Synthesizer,"Shannon, William R.","https://imslp.org/wiki/'A'_for_Solo_FM_Synthesizer_(Shannon,_William_R.)",keyboard synthesizer,,modern,,1986,modern,,1986,3084
"'Adeste fideles' in an Organ Prelude, S.131","Ives, Charles","https://imslp.org/wiki/'Adeste_fideles'_in_an_Organ_Prelude,_S.131_(Ives,_Charles)",organ,,early 20th century,,1897,early 20th century,3,1897,0
'America' in Four Modes,"St. Pierre, Anthony","https://imslp.org/wiki/'America'_in_Four_Modes_(St._Pierre,_Anthony)","bassoon, clarinet, flute, oboe",,modern,,2024,modern,2,2024,383
"'Anna Bolena' fantaisie, Op.204","Leduc, Alphonse","https://imslp.org/wiki/'Anna_Bolena'_fantaisie,_Op.204_(Leduc,_Alphonse)",piano,,romantic,,,romantic,,,3145
'Cause I Only Had a Quarter to Ma Name,"Osborne, Nat","https://imslp.org/wiki/'Cause_I_Only_Had_a_Quarter_to_Ma_Name_(Osborne,_Nat)","piano, voice",G major,early 20th century,,,early 20th century,,,13
'Cause I Think and Awful Lot of You,"Wildman, F. Collis","https://imslp.org/wiki/'Cause_I_Think_and_Awful_Lot_of_You_(Wildman,_F._Collis)","piano, voice",G major,early 20th century,,,early 20th century,,,18
'Ard Up An' Appy,"Townsend, Herbert","https://imslp.org/wiki/'Ard_Up_An'_Appy_(Townsend,_Herbert)","piano, voice",D major,early 20th century,,1930,early 20th century,,1930,0
'Cross the Great Divide,"Meyer, George W.","https://imslp.org/wiki/'Cross_the_Great_Divide_(Meyer,_George_W.)","piano, voice",B-flat major,early 20th century,,,early 20th century,,,21
'Comin' Thro' the Rye' with Variations,"Thornton, E. S.","https://imslp.org/wiki/'Comin'_Thro'_the_Rye'_with_Variations_(Thornton,_E._S.)",: clarinet (b ♭ ) orchestra or piano,E-flat major,romantic,,,romantic,,,1057
'Cross the Mason-Dixon Line,"Marshall, Henry I.","https://imslp.org/wiki/'Cross_the_Mason-Dixon_Line_(Marshall,_Henry_I.)","piano, voice",B-flat major,early 20th century,,,early 20th century,,,17
"'Do love me' Waltz, Op.332","Kontski, Anton de","https://imslp.org/wiki/'Do_love_me'_Waltz,_Op.332_(Kontski,_Anton_de)",piano,A-flat major,romantic,,,romantic,,,129
'E Bersagliere,"Di Capua, Eduardo","https://imslp.org/wiki/'E_Bersagliere_(Di_Capua,_Eduardo)","but trumpet seems likely due to the nature of the writing), but with ""canto"" marked where the words start.  no instrument is indicated for the non-""canto"" parts, treble clef, trumpet? (the music is a single line, voice",G major,romantic,,,romantic,3,,420
"'Di tanti palpiti'-Cavatina Variations (Tancred), Op.1","Giuliani, Michele","https://imslp.org/wiki/'Di_tanti_palpiti'-Cavatina_Variations_(Tancred),_Op.1_(Giuliani,_Michele)",2 guitars,,romantic,,,romantic,,,73
"'Don Juan' de Mozart, Op.24","Herman, Jules","https://imslp.org/wiki/'Don_Juan'_de_Mozart,_Op.24_(Herman,_Jules)","flute, piano",,romantic,,,romantic,,,5239
'E campanielle d''e tram,"Caccavale, Giuseppe","https://imslp.org/wiki/'E_campanielle_d''e_tram_(Caccavale,_Giuseppe)","piano, voice",F major,romantic,,,romantic,3,,36
'E bbì lloche!,"Caccavale, Giuseppe","https://imslp.org/wiki/'E_bbì_lloche!_(Caccavale,_Giuseppe)","piano, voice",F major,romantic,,1893,romantic,3,1893,33
'E cataplaseme,"Di Chiara, Vincenzo","https://imslp.org/wiki/'E_cataplaseme_(Di_Chiara,_Vincenzo)","piano, voice",A minor,romantic,,,early 20th century,3,,108
'E capille 'e Carmenella,"Gambardella, Salvatore","https://imslp.org/wiki/'E_capille_'e_Carmenella_(Gambardella,_Salvatore)","piano, voice",D major,romantic,,,early 20th century,3,,50
'A spartenza,"De Gregorio, Giuseppe","https://imslp.org/wiki/'A_spartenza_(De_Gregorio,_Giuseppe)","piano, voice",D major,early 20th century,,,romantic,3,,129
'E cazette nere,"Salzano, Giuseppe","https://imslp.org/wiki/'E_cazette_nere_(Salzano,_Giuseppe)","piano, voice",E-flat major,romantic,,,early 20th century,3,,27
'E cerase,"Montagna, Alberto","https://imslp.org/wiki/'E_cerase_(Montagna,_Alberto)","piano, voice",B-flat major,romantic,,,romantic,3,,50
'E ffune fracete!..,"Cavuoto, Antonio","https://imslp.org/wiki/'E_ffune_fracete!.._(Cavuoto,_Antonio)","piano, voice",F minor,romantic,,,romantic,3,,24
'E femmene c''o bastone,"Granozio, Carlo","https://imslp.org/wiki/'E_femmene_c''o_bastone_(Granozio,_Carlo)","piano, voice",F major,romantic,,,romantic,3,,98
'E curazziere,"Guida, Prospero","https://imslp.org/wiki/'E_curazziere_(Guida,_Prospero)","piano, voice",E-flat major,romantic,,,romantic,3,,24
'E giesummine 'e Spagna,"Valente, Vincenzo","https://imslp.org/wiki/'E_giesummine_'e_Spagna_(Valente,_Vincenzo)","piano, voice",F major,romantic,,,romantic,3,,28
'E maiateche,"Gambardella, Salvatore","https://imslp.org/wiki/'E_maiateche_(Gambardella,_Salvatore)","piano, voice",F major,romantic,,,early 20th century,3,,51
'E mmanovre,"Barthélemy, Richard","https://imslp.org/wiki/'E_mmanovre_(Barthélemy,_Richard)","piano, voice",B major,romantic,,,early 20th century,3,,34
'E marenarielle,"Montagna, Alberto","https://imslp.org/wiki/'E_marenarielle_(Montagna,_Alberto)","mandolin, voice",G major,romantic,,,romantic,3,,358
'E sartolelle,"Canetti, Antonio","https://imslp.org/wiki/'E_sartolelle_(Canetti,_Antonio)","piano, voice",F major,romantic,,,romantic,3,,67
'E nnapulitane!,"Giordano, Carlo","https://imslp.org/wiki/'E_nnapulitane!_(Giordano,_Carlo)","piano, voice",D major,romantic,,,romantic,3,,101
'E tiempe!,"Di Capua, Eduardo","https://imslp.org/wiki/'E_tiempe!_(Di_Capua,_Eduardo)","piano, voice",D major,romantic,,,romantic,3,,56
'E torpediniere,Albertin,https://imslp.org/wiki/'E_torpediniere_(Albertin),"piano, voice",B-flat major,romantic,,,romantic,3,,38
'E tre chiuove,"Di Chiara, Vincenzo","https://imslp.org/wiki/'E_tre_chiuove_(Di_Chiara,_Vincenzo)","piano, voice",G minor,romantic,,,early 20th century,4,,101
'E vviolette!,"De Gregorio, Giuseppe","https://imslp.org/wiki/'E_vviolette!_(De_Gregorio,_Giuseppe)","piano, voice",D major,romantic,,,romantic,3,,73
'E tre code,"Valente, Vincenzo","https://imslp.org/wiki/'E_tre_code_(Valente,_Vincenzo)","piano, voice",F major,romantic,,,romantic,3,,44
'E zampugnare,"Gambardella, Salvatore","https://imslp.org/wiki/'E_zampugnare_(Gambardella,_Salvatore)","piano, voice",F major,early 20th century,,,early 20th century,3,,32
'E zzite cuntignose,"Di Chiara, Vincenzo","https://imslp.org/wiki/'E_zzite_cuntignose_(Di_Chiara,_Vincenzo)","piano, voice",G minor,romantic,,,early 20th century,4,,92
'Elfentanz' Arranged as a Left Hand Study,"Meyer, George Arthur","https://imslp.org/wiki/'Elfentanz'_Arranged_as_a_Left_Hand_Study_(Meyer,_George_Arthur)",piano left-hand,E minor,romantic,,2014,modern,,2014,1993
"'Gae' Minuet, WoO 3","Schreiber, Robin","https://imslp.org/wiki/'Gae'_Minuet,_WoO_3_(Schreiber,_Robin)",piano,C major,modern,,2019,modern,,2019,611
'Here I raise mine Ebenezer',"Eisenbrey, Keith","https://imslp.org/wiki/'Here_I_raise_mine_Ebenezer'_(Eisenbrey,_Keith)",organ,,modern,,1998,modern,,1998,651
'Fuck You' Motif,"Wallace, Dorian","https://imslp.org/wiki/'Fuck_You'_Motif_(Wallace,_Dorian)",unspecified,,modern,,2014,modern,,2014,1269
"'L'elisir d'amore' fantaisie, Op.98","Clodomir, Pierre François","https://imslp.org/wiki/'L'elisir_d'amore'_fantaisie,_Op.98_(Clodomir,_Pierre_François)","cornet (a), piano",,romantic,,,romantic,,,1739
"'L'elisire d'amore' de Donizetti, Op.35","Herman, Jules","https://imslp.org/wiki/'L'elisire_d'amore'_de_Donizetti,_Op.35_(Herman,_Jules)","flute, piano",,romantic,,,romantic,,,2509
"'La straniera' fantaisie, Op.101","Clodomir, Pierre François","https://imslp.org/wiki/'La_straniera'_fantaisie,_Op.101_(Clodomir,_Pierre_François)","cornet (a), piano",,romantic,,,romantic,,,768
"'La flûte enchantée' fantaisie, Op.97","Clodomir, Pierre François","https://imslp.org/wiki/'La_flûte_enchantée'_fantaisie,_Op.97_(Clodomir,_Pierre_François)","cornet (a), piano",D major to A major,romantic,,,romantic,,,1538
"'La straniera' de Bellini, Op.25","Herman, Jules","https://imslp.org/wiki/'La_straniera'_de_Bellini,_Op.25_(Herman,_Jules)","flute, piano",,romantic,,,romantic,,,1171
